content,date
"Path for EU’s MSR carbon sale plan unclear as nations fear revenue loss. The European Commission’s idea to raise €20 billion by selling carbon allowances held in the MSR faces a fierce pushback from many EU capitals, which fear the resulting lower prices would hamper the bloc’s decarbonisation pathway while drastically lowering their ETS-derived revenues.",24-May-2022 
Euro Markets: EUAs drop below key support to five-week low amid continued selling and weak auction. EUAs fell to their lowest in more than five weeks as selling stretched into a fourth day amid a weak auction and continued concerns over the European Commission’s intention to sell as many as 250 million EUAs to fund its shift away from Russian fossil fuels.,24-May-2022 
"Analysts slash near-term EU carbon price forecasts on REPowerEU plan. The EU’s new REPowerEU strategy risks tapping the brakes on the upward trajectory of the bloc’s carbon permit prices, analysts have warned, thereby threatening to hinder progress on Europe’s climate objectives.",24-May-2022 
"Steelmakers should enjoy ‘scrap bonus’ under EU ETS, says German trade group. A German steel sector trade association has proposed the European Commission introduce new incentives into the EU ETS to encourage the use of scrap materials, according to reports.",21-May-2022 
"EU Parliament vote reignites debate on role of carbon removals. The European Commission should assess and spell out how to enhance carbon dioxide removals (CDR) in a new legislative proposal by no later than 2025, the European Parliament’s environment committee (ENVI) said in a vote on the bloc’s carbon market earlier this week.",21-May-2022 
"Euro Markets: EUAs post 9% weekly loss as MSR sales proposal outweighs EEX’s 2020 auctions cut. European carbon prices sank 9% over the week to test key support at the close of business on Friday, as traders balanced a cut of 3% in 2022 auction volumes with the prospect of a 200-250 million-tonne injection of additional auction supply in the coming four years.",21-May-2022 
EU carbon investment fund’s holdings drop 17% amid proposals to restrict financial access to ETS. A carbon investment vehicle that holds physical EUAs has seen its holdings fall by 17% in the two days after the European Parliament’s environment committee proposed restricting speculative access to EU ETS registry accounts.,20-May-2022 
"Common EUA auction volumes for 2022 slashed by 3% due to calculation error. This year’s carbon permit sale volumes on the EU’s Common Auction Platform are being slashed by almost 3%, exchange EEX announced late Thursday, in a surprise move resulting from an apparent calculation error.",20-May-2022 
"Key lawmakers seek to unlock EU Social Climate Fund in 2024-32, but post-2027 funding looks uncertain. Two European Parliament committees have backed plans to swiftly launch an EU-wide fund tasked with supporting poorer people cope with rising heating and road mobility costs during the clean transition, voting results showed this week.",19-May-2022 
"Low-cost European airlines strengthen EUA hedging, forecast summer demand close to pre-pandemic levels. Low-cost European carriers announced in quarterly reports this week that they had furthered their hedging of carbon emission allowances (EUAs) for 2022 and 2023 over the past three months, and cautiously expected demand to rebound back towards 2019 levels from the summer onwards.",19-May-2022 
"Euro Markets: EUAs recover to 2% loss after post-auction sell-off, remain weak on Commission’s ‘surprising proposal’. EUA prices fell hard on Thursday as a weak auction compounded wider bearish sentiment caused by EU proposals to raise billions of euros by selling allowances from the MSR, though prices recovered somewhat over the afternoon to notch a 2% day-on-day slump.",19-May-2022 
"Thirty-five emitters fail to comply in first year of UK ETS. Some 922 of the 957 installations and airlines regulated by the UK carbon market were in compliance in the scheme’s inaugural year, the British government announced late Wednesday, with those entities surrendering permits covering more than 99% of verified emissions.",19-May-2022 
"EU Parliament’s aggressive CBAM line presents real-world challenges, say experts. A European Parliament committee this week backed a far more aggressive introduction of a carbon border adjustment mechanism (CBAM) than Brussels initially proposed, a move that experts see as being littered with practical challenges. ",19-May-2022 
Euro Markets: Carbon posts biggest daily loss in ten weeks as Commission plans huge MSR sales. EUA prices fell by the most in ten weeks on Wednesday after the European Commission proposed that the EU sell more than 200 million allowances from the Market Stability Reserve (MSR) to raise funds for its energy transition initiative and to hasten the shift away from Russian energy sources.,19-May-2022 
